Timestamp,Sensor_ID,Pressure (bar),Flow Rate (L/s),Temperature (°C),Leak Status,Burst Status,Risk_Level
01-01-2024 08:55,S007,4.387411904,68.271923686,19.239087426,1,0,Medium
01-01-2024 09:00,S003,3.256123647,165.719620881,25.43674131,0,0,Low
01-01-2024 09:05,S008,2.506123617,171.711818001,17.870850283,0,1,Low
01-01-2024 09:10,S009,4.355337053,146.349683437,19.811304314,0,1,Low
01-01-2024 09:15,S008,3.87821371,177.532112997,12.344351106,1,0,Medium
01-01-2024 09:20,S003,2.224718882,74.648906176,28.664159881,0,1,Medium
01-01-2024 09:25,S006,2.573754791,80.199712555,11.285504447,1,0,Low
01-01-2024 09:30,S005,3.48710069,116.80630745,14.536395809,1,1,Low
01-01-2024 09:35,S004,3.283162646,109.417435034,17.298864503,0,1,Low
01-01-2024 09:40,S004,2.013719268,145.067804064,12.569891442,1,0,Low
01-01-2024 09:45,S007,2.285070052,214.801496813,27.864024626,0,1,Low
01-01-2024 09:50,S008,2.60322552,214.449843737,21.967207979,1,1,Low
01-01-2024 09:55,S010,3.370901249,94.278204104,12.915552874,1,0,Low
01-01-2024 10:00,S006,2.963559581,119.360076228,26.053872523,0,1,Low
01-01-2024 10:05,S004,2.199853562,186.870918189,17.726003486,1,1,Low
01-01-2024 10:10,S006,2.992985781,207.239761732,24.631537296,0,0,Low
01-01-2024 10:15,S009,2.860329727,110.12426898,23.890946622,0,1,Low
01-01-2024 10:20,S009,2.65886425,56.963104663,15.998050327,1,0,Low
01-01-2024 10:25,S006,2.228354068,147.690542319,26.874144078,0,0,Low
01-01-2024 10:30,S010,2.562470802,114.205849684,14.42991367,1,1,Low
01-01-2024 10:35,S001,2.858571276,162.23896077,19.805701547,1,1,Low
01-01-2024 10:40,S004,2.307437184,101.985652964,25.404311015,1,0,Low
01-01-2024 10:45,S008,3.774623753,51.064558587,22.144433021,0,0,Low
01-01-2024 10:50,S001,2.968736734,92.144717432,19.18656233,1,0,Low
01-01-2024 10:55,S001,2.660963532,175.751984036,17.255291453,1,1,Low
01-01-2024 11:00,S008,3.534073122,199.844963232,18.578696349,1,0,Medium
01-01-2024 11:05,S006,2.546430754,157.457141129,18.745896255,0,1,Low
01-01-2024 11:10,S006,2.588844108,153.632335285,28.554605095,1,1,Medium
01-01-2024 11:15,S009,3.037449994,208.891186283,16.168741292,1,1,Low
01-01-2024 11:20,S006,3.372500095,76.115023802,29.29920786,0,0,Medium
01-01-2024 11:25,S007,2.485647035,126.324324173,19.653678777,0,1,Low
01-01-2024 11:30,S001,4.173467355,106.623855247,23.606005763,0,1,Low
01-01-2024 11:35,S002,2.286016372,98.645397143,17.104890948,0,0,Low
01-01-2024 11:40,S010,2.329382458,84.100716554,20.605425752,0,1,Low
01-01-2024 11:45,S004,2.659683659,98.380078499,14.721953508,1,1,Low
01-01-2024 11:50,S009,2.500278613,70.245164705,26.871528432,1,0,Low
01-01-2024 11:55,S009,3.144285349,112.821923027,11.007743631,1,0,Low
01-01-2024 12:00,S003,2.514070277,64.89556605,18.254330376,1,1,Low
01-01-2024 12:05,S007,2.247400565,196.761954751,21.062786229,1,0,Low
01-01-2024 12:10,S002,3.534892266,124.201564474,11.885144363,1,1,Medium
01-01-2024 12:15,S005,2.309920743,89.89838185,28.443516571,1,1,Medium
01-01-2024 12:20,S009,3.048721276,155.340387746,28.012567369,1,0,Medium
01-01-2024 12:25,S002,4.077120549,133.682359276,23.709618952,0,0,Low
01-01-2024 12:30,S010,3.500158068,145.522647617,26.401552006,1,1,Medium
01-01-2024 12:35,S010,2.54793066,134.356277044,19.835578689,1,0,Low
01-01-2024 12:40,S005,2.508510596,120.551355918,23.228094101,1,1,Low
01-01-2024 12:45,S004,2.312529716,150.602846578,20.197853508,0,1,Low
01-01-2024 12:50,S005,3.708729048,201.589636972,19.483770284,1,0,Medium
01-01-2024 12:55,S008,3.377465527,52.920440473,24.501731215,0,1,Low
01-01-2024 13:00,S005,3.770324054,218.003537042,24.680971585,1,1,Medium
01-01-2024 13:05,S005,3.855183736,198.327403331,26.298475174,1,1,Medium
01-01-2024 13:10,S007,3.530875892,134.126216305,17.723334574,0,0,Low
01-01-2024 13:15,S009,4.133909842,75.220445843,25.038837724,1,1,Medium
01-01-2024 13:20,S009,4.233336842,67.653875529,23.488187601,0,1,Low
01-01-2024 13:25,S003,3.424424929,79.977144519,18.516122167,1,0,Low
01-01-2024 13:30,S009,2.166048315,141.729062443,29.29055482,0,0,Medium
01-01-2024 13:35,S009,3.965808472,134.739100992,15.194678925,1,0,Medium
01-01-2024 13:40,S010,4.170356314,115.405488462,23.125326964,0,0,Low
01-01-2024 13:45,S006,2.519326164,58.748218724,21.76847911,1,0,Low
01-01-2024 13:50,S008,4.228598239,99.158024211,14.528941618,1,1,Medium
01-01-2024 13:55,S005,2.856241488,59.287297086,12.682162944,1,1,Low
01-01-2024 14:00,S008,2.475250133,213.381250071,15.507089794,1,1,Low
01-01-2024 14:05,S007,4.241629062,90.47300722,17.302523555,1,1,Medium
01-01-2024 14:10,S010,2.565612194,97.005662087,21.419310141,0,1,Low
01-01-2024 14:15,S001,2.018840806,89.313151518,15.149517613,1,0,Low
01-01-2024 14:20,S007,2.703051455,132.503957526,29.882801469,0,0,Medium
01-01-2024 14:25,S008,2.739132566,65.395312537,21.830378904,1,1,Low
01-01-2024 14:30,S001,4.380127662,102.431565201,29.250652211,0,0,Medium
01-01-2024 14:35,S001,3.014841312,86.647266887,13.853742574,1,0,Low
01-01-2024 14:40,S010,4.261864299,125.758603772,23.404288121,1,0,Medium
01-01-2024 14:45,S008,2.813630565,107.904987239,21.430062971,0,0,Low
01-01-2024 14:50,S009,3.250961091,174.514434493,28.222564035,1,0,Medium
01-01-2024 14:55,S002,4.008798068,85.493206782,23.513734373,1,0,Medium
01-01-2024 15:00,S002,2.931012575,125.203608831,21.6962189,1,1,Low
01-01-2024 15:05,S009,2.610335842,206.578565285,21.040010319,0,1,Low
01-01-2024 15:10,S009,3.745971852,154.961355286,23.685929583,1,1,Medium
01-01-2024 15:15,S007,3.183649356,95.510180836,12.528611999,1,1,Low
01-01-2024 15:20,S005,2.708371143,69.855877194,23.467211569,0,1,Low
01-01-2024 15:25,S004,4.097786144,217.051723999,10.737472587,0,0,Low
01-01-2024 15:30,S006,2.987242876,90.88895126,17.084967767,0,1,Low
01-01-2024 15:35,S007,3.455691734,131.965008147,18.911034505,0,1,Low
01-01-2024 15:40,S008,3.469602884,121.513204763,17.331992424,0,0,Low
01-01-2024 15:45,S008,2.482027922,147.224956616,15.633018974,0,1,Low
01-01-2024 15:50,S004,3.103584232,179.999819474,13.246787565,1,0,Low
01-01-2024 15:55,S008,2.19071947,106.127217708,25.635773266,1,1,Low
01-01-2024 16:00,S002,2.013894647,180.173869033,16.040653587,1,1,Low
01-01-2024 16:05,S003,3.642731076,85.061246286,27.138061662,1,1,Medium
01-01-2024 16:10,S003,3.693524479,134.701390244,11.548195393,1,0,Medium
01-01-2024 16:15,S005,3.156319475,130.395512348,12.590868518,1,0,Low
01-01-2024 16:20,S005,2.433264298,204.510225455,15.811030805,0,1,Low
01-01-2024 16:25,S005,3.840553076,141.06122867,11.566095413,1,1,Medium
01-01-2024 16:30,S007,3.522466714,219.288466886,14.560578512,0,0,Low
01-01-2024 16:35,S007,4.19704549,156.175380629,22.284281178,0,0,Low
01-01-2024 16:40,S010,3.62251904,120.541609093,11.272530388,1,1,Medium
01-01-2024 16:45,S001,3.16412482,102.307509258,16.021012097,1,0,Low
01-01-2024 16:50,S004,3.45758171,211.807145559,18.79994243,0,0,Low
01-01-2024 16:55,S002,4.328320871,151.922944961,10.867714207,0,0,Low
01-01-2024 17:00,S005,3.541256933,152.350260271,13.418649293,1,1,Medium
01-01-2024 17:05,S004,3.22049413,205.66682882,12.086041886,0,1,Low
01-01-2024 17:10,S009,3.285199964,112.960217047,29.377230254,0,0,Medium
01-01-2024 17:15,S005,2.562916364,60.654829995,24.826039498,1,1,Low
01-01-2024 17:20,S006,2.12775793,215.952107953,14.441835991,0,0,Low
01-01-2024 17:25,S003,3.252619218,176.620549385,11.506654695,1,1,Low
01-01-2024 17:30,S007,3.620692122,58.401258311,25.239037864,0,1,Low
01-01-2024 17:35,S009,3.076970692,205.677092142,21.073410758,0,0,Low
01-01-2024 17:40,S009,3.56429028,114.111308457,28.933565839,1,0,Medium
01-01-2024 17:45,S008,3.274721919,130.918847308,28.080355083,0,1,Medium
01-01-2024 17:50,S010,4.149965682,101.229704809,13.45277311,0,0,Low
01-01-2024 17:55,S003,2.980789801,59.069721798,22.625858767,1,1,Low
01-01-2024 18:00,S006,2.557148238,93.371588448,25.487500709,1,1,Low
01-01-2024 18:05,S003,2.472193663,53.11521558,19.956376159,1,1,Low
01-01-2024 18:10,S010,3.407828368,103.528083559,17.088208267,1,1,Low
01-01-2024 18:15,S008,3.153969171,62.657723729,23.127475041,1,0,Low
01-01-2024 18:20,S008,2.467224172,118.039311729,10.881064769,0,0,Low
01-01-2024 18:25,S006,4.123652539,193.883107117,12.46752612,1,0,Medium
01-01-2024 18:30,S008,3.214357745,102.48524142,14.650457673,1,1,Low
01-01-2024 18:35,S004,3.570657565,127.003792508,28.141407517,1,0,Medium
01-01-2024 18:40,S006,3.050824779,93.32119953,19.78186279,0,1,Low
01-01-2024 18:45,S010,2.868574378,157.906377029,13.683322236,0,1,Low
01-01-2024 18:50,S002,2.777140959,185.976785204,17.985688898,0,1,Low
01-01-2024 18:55,S005,3.650362286,64.376876027,11.884350525,1,0,Medium
01-01-2024 19:00,S001,3.645336669,172.928585173,10.124382199,0,1,Low
01-01-2024 19:05,S003,3.297067857,188.958126657,16.144490903,0,0,Low
01-01-2024 19:10,S008,3.704588623,191.81187871,24.99499846,1,0,Medium
01-01-2024 19:15,S005,4.046271388,127.448511928,12.927495679,1,0,Medium
01-01-2024 19:20,S005,4.321479135,152.972251437,29.965129296,0,0,Medium
01-01-2024 19:25,S010,4.473963376,145.598889638,10.90496418,1,1,Medium
01-01-2024 19:30,S009,3.114810259,185.27927905,17.340023259,0,1,Low
01-01-2024 19:35,S006,4.102096028,128.908923786,11.754815099,0,1,Low
01-01-2024 19:40,S002,2.571979303,148.491631907,29.626792621,1,0,Medium
01-01-2024 19:45,S009,2.609176448,104.704358126,26.452070917,0,1,Low
01-01-2024 19:50,S006,2.452333102,107.364270489,21.003932151,1,0,Low
01-01-2024 19:55,S002,4.108647416,213.885656591,25.226424631,1,1,Medium
01-01-2024 20:00,S007,3.667357506,204.731558957,19.967983592,1,1,Medium
01-01-2024 20:05,S002,2.567177138,64.225256507,28.950481855,0,1,Medium
01-01-2024 20:10,S003,3.875756162,80.608167841,13.557614405,1,0,Medium
01-01-2024 20:15,S007,3.686703263,157.506900303,26.80412966,1,0,Medium
01-01-2024 20:20,S010,4.280912289,184.50801947,29.876825954,1,0,High
01-01-2024 20:25,S009,2.954406148,75.595030302,29.163002714,1,1,Medium
01-01-2024 20:30,S009,4.322287282,167.570039332,27.237583966,0,1,Low
01-01-2024 20:35,S007,3.295188132,138.420888599,13.806683987,0,1,Low
01-01-2024 20:40,S007,2.79227607,113.458859997,10.583835161,0,0,Low
01-01-2024 20:45,S005,2.735590698,61.59815496,18.978002137,1,1,Low
01-01-2024 20:50,S004,4.320887547,165.255337384,16.806331798,0,0,Low
01-01-2024 20:55,S008,2.939901645,59.350223759,25.58878732,1,1,Low
01-01-2024 21:00,S008,3.561388483,72.982447101,22.710510388,1,0,Medium
01-01-2024 21:05,S001,3.701562576,146.410001075,14.288914493,0,0,Low
01-01-2024 21:10,S010,3.437486694,162.503183436,21.13963279,1,1,Low
01-01-2024 21:15,S009,4.276947986,78.861315551,17.961783576,0,1,Low
01-01-2024 21:20,S007,4.346717245,166.488940237,25.053661814,0,1,Low
01-01-2024 21:25,S003,3.631295216,219.307723172,26.207427534,1,1,Medium
01-01-2024 21:30,S006,2.814883804,141.408287323,12.823680737,1,0,Low
01-01-2024 21:35,S001,2.121858501,173.513660929,11.102626179,1,1,Low
01-01-2024 21:40,S003,2.7908952,159.871331733,28.590195859,0,1,Medium
01-01-2024 21:45,S002,2.878432025,210.158383893,26.523925412,1,1,Low
01-01-2024 21:50,S009,3.57817251,179.622897403,11.564552865,0,1,Low
01-01-2024 21:55,S004,4.150821224,174.319648933,17.415878255,1,0,Medium
01-01-2024 22:00,S009,3.849249866,164.515975079,12.457804916,0,1,Low
01-01-2024 22:05,S004,2.712909978,50.273976835,10.044284797,1,1,Low
01-01-2024 22:10,S005,4.157917952,96.07159844,23.542663321,1,1,Medium
01-01-2024 22:15,S003,3.344578771,169.341591483,20.417727164,1,1,Low
01-01-2024 22:20,S010,3.613064363,109.500666606,11.078417106,0,1,Low
01-01-2024 22:25,S005,2.437883344,181.776996021,28.083312416,1,0,Medium
01-01-2024 22:30,S006,3.420771771,137.205087298,11.582562772,1,0,Low
01-01-2024 22:35,S001,2.544293998,100.97900956,28.168591292,0,0,Medium
01-01-2024 22:40,S009,3.425841004,71.442584856,10.975775466,1,1,Low
01-01-2024 22:45,S010,2.528464865,145.262234238,27.86246465,0,1,Low
01-01-2024 22:50,S004,4.176823376,51.949991235,16.918755733,1,0,Medium
01-01-2024 22:55,S007,3.84606497,82.789484128,26.16779512,0,1,Low
01-01-2024 23:00,S005,3.178113572,196.364295108,22.714610839,0,0,Low
01-01-2024 23:05,S007,2.717076228,64.60298595,26.030992681,1,1,Low
01-01-2024 23:10,S008,3.69765041,104.178061541,21.874666381,1,1,Medium
01-01-2024 23:15,S008,4.246224579,113.88757225,22.826563606,0,0,Low
01-01-2024 23:20,S004,2.655037606,146.355844396,27.951241918,0,0,Low
01-01-2024 23:25,S001,2.880624112,202.739302841,22.021786922,0,1,Low
01-01-2024 23:30,S004,3.962794987,95.090989411,20.960294014,0,1,Low
01-01-2024 23:35,S002,3.243536884,145.839965604,28.711831309,1,1,Medium
01-01-2024 23:40,S010,2.380011091,163.081719234,12.094802558,1,1,Low
01-01-2024 23:45,S002,3.258808788,163.391957971,17.679595455,1,0,Low
01-01-2024 23:50,S004,3.747881632,93.02572782,19.596683107,0,0,Low
01-01-2024 23:55,S009,2.420648291,101.91573289,13.974212741,0,0,Low
02-01-2024 00:00,S002,2.61905505,64.133702096,14.846695099,0,0,Low
02-01-2024 00:05,S010,2.606253047,193.484994845,12.389148718,1,1,Low
02-01-2024 00:10,S008,2.652805921,131.115388244,10.158941168,1,0,Low
02-01-2024 00:15,S010,3.580302504,69.030453056,13.863643726,0,0,Low
02-01-2024 00:20,S008,2.552021736,184.286669612,25.334154215,1,0,Low
02-01-2024 00:25,S008,2.187619162,56.359006889,29.582684627,1,0,Medium
02-01-2024 00:30,S002,2.189161427,99.727801257,23.967921513,1,1,Low
02-01-2024 00:35,S008,3.148036906,129.833924783,19.315223207,0,0,Low
02-01-2024 00:40,S005,2.83034209,181.962623282,18.797110497,1,1,Low
02-01-2024 00:45,S008,4.228248473,189.510071463,15.184924567,1,0,High
02-01-2024 00:50,S010,2.555662446,131.033157089,20.242756188,1,1,Low
02-01-2024 00:55,S008,4.19634832,85.212288096,28.8278462,1,0,Medium
02-01-2024 01:00,S001,2.052830975,193.851619968,15.563527976,0,1,Low
02-01-2024 01:05,S007,2.678170378,166.25531054,24.14317526,0,0,Low
02-01-2024 01:10,S008,3.69712858,124.354360487,24.516400372,1,1,Medium
02-01-2024 01:15,S003,3.795127867,98.151275933,14.916757452,0,1,Low
02-01-2024 01:20,S008,3.857489263,219.603078322,22.442136462,0,1,Low
02-01-2024 01:25,S002,2.05948866,60.038377029,17.185550173,1,1,Low
02-01-2024 01:30,S007,4.181855298,166.194723558,17.698744558,0,0,Low
02-01-2024 01:35,S002,2.835787065,214.101968069,23.691614046,1,0,Low
02-01-2024 01:40,S010,2.451290193,114.355137661,12.524800265,1,1,Low
02-01-2024 01:45,S004,4.397663422,212.944875371,27.089118222,0,0,High
02-01-2024 01:50,S008,2.856246277,65.444544084,15.480563405,0,0,Low
02-01-2024 01:55,S006,3.841664268,164.805591263,22.529729597,0,1,Low
02-01-2024 02:00,S009,2.858897824,158.74150903,12.797921397,1,0,Low
02-01-2024 02:05,S006,3.979435501,85.916072893,11.364880911,0,1,Low
02-01-2024 02:10,S001,3.943493237,189.386666086,27.046882978,0,1,Low
02-01-2024 02:15,S005,4.008416882,119.827347466,29.36713759,1,1,Medium
02-01-2024 02:20,S010,3.29433022,151.264339851,26.944495151,0,1,Low
02-01-2024 02:25,S008,2.21038741,153.263036859,17.646640339,0,0,Low
02-01-2024 02:30,S010,3.70306654,82.236417556,23.181603477,0,1,Low
02-01-2024 02:35,S008,4.124464547,108.047613241,16.41239548,0,0,Low
02-01-2024 02:40,S005,4.253784051,61.430431829,15.076083709,1,0,Medium
02-01-2024 02:45,S010,4.049555946,85.880246064,17.917761904,1,0,Medium
02-01-2024 02:50,S008,3.329383063,149.073925894,20.509501753,0,0,Low
02-01-2024 02:55,S010,3.557405862,217.015452665,26.270089107,1,1,Medium
02-01-2024 03:00,S008,2.614290859,127.52214659,27.394579743,1,1,Low
02-01-2024 03:05,S007,3.688448234,205.7760201,17.114575068,0,1,Low
02-01-2024 03:10,S007,3.394990756,121.374836876,17.68657358,0,1,Low
02-01-2024 03:15,S007,3.195766642,132.296687451,15.548800451,0,0,Low
02-01-2024 03:20,S008,4.125838419,82.165599649,23.478032038,0,1,Low
02-01-2024 03:25,S009,2.766825434,209.556534126,10.408717258,0,0,Low
02-01-2024 03:30,S006,2.386604479,174.906894951,16.719767448,1,1,Low
02-01-2024 03:35,S007,2.845481132,123.296793395,19.87280013,1,0,Low
02-01-2024 03:40,S007,3.217062649,191.497606045,28.414061867,1,1,Medium
02-01-2024 03:45,S003,3.850002031,60.408527398,19.365889091,0,1,Low
02-01-2024 03:50,S007,2.463258531,153.213842115,17.945201837,0,0,Low
02-01-2024 03:55,S010,2.93173318,144.468943309,28.41277367,1,1,Medium
02-01-2024 04:00,S010,2.478947798,208.759094778,18.014032857,1,1,Low
02-01-2024 04:05,S001,3.156047627,105.784250854,12.623127629,0,0,Low
02-01-2024 04:10,S008,2.814787261,160.463206444,13.719396544,0,1,Low
02-01-2024 04:15,S005,3.991226464,93.199729581,17.656640857,0,0,Low
02-01-2024 04:20,S003,2.76701718,80.742945907,27.079121935,1,1,Low
02-01-2024 04:25,S003,3.954014874,113.859949669,28.814525172,1,1,Medium
02-01-2024 04:30,S008,2.570151916,61.740533849,20.272733967,0,0,Low
02-01-2024 04:35,S005,2.544501856,205.828327384,24.946609065,1,1,Low
02-01-2024 04:40,S003,3.876808956,206.159099179,29.794917354,0,1,Medium
02-01-2024 04:45,S006,4.321571957,98.563884723,15.967887239,0,0,Low
02-01-2024 04:50,S002,2.46817098,121.284401609,19.481674603,1,1,Low
02-01-2024 04:55,S001,2.173775314,166.084023642,18.626347131,1,1,Low
02-01-2024 05:00,S004,2.078149476,191.702574845,17.20954489,0,1,Low
02-01-2024 05:05,S007,2.161846511,83.727648845,16.511527276,1,1,Low
02-01-2024 05:10,S008,2.435555006,190.389417943,20.985251256,0,1,Low
02-01-2024 05:15,S003,3.5375311,176.597335821,13.505868058,1,0,Medium
02-01-2024 05:20,S007,3.485036762,175.535115535,17.477067951,0,1,Low
